id,text,language,crop,label,answer
191,How to prevent mold growth in stored cotton?,en,cotton,storage_methods,Ensure cotton is below 8 percent moisture before storage and keep storage area well ventilated.
192,How much seed is needed to plant one acre cotton?,en,cotton,seed_selection,Approximately 3 to 4 kg of quality cotton seed is needed to plant one acre.
193,Is April or May better for cotton plantation?,en,cotton,sowing_time,Late April to early May is generally best; planting too early in April risks cold nights damaging seedlings.
194,When does cotton plant start forming flower buds?,en,cotton,crop_growth,"Cotton plants start forming flower buds, called squares, about 35 to 45 days after germination."
195,How should I store freshly picked cotton at home?,en,cotton,harvesting,Store in dry jute bags away from moisture and sunlight to maintain fiber quality.
196,Kapas ke paudhay kyon aakhaat murjha jate hain garmi mein?,ru,cotton,disease_management,Fusarium ya Verticillium fungi se yeh hota hai; garmi aur pani ki kami se yeh zyada nazar aata hai.
197,What is the recommended sowing window for cotton crop?,en,cotton,sowing_time,The recommended sowing window is from April 25 to May 31 for most cotton-growing areas.
198,How much water does cotton need per irrigation?,en,cotton,irrigation_schedule,Cotton needs approximately 3 to 4 inches of water per irrigation application.
199,Kaunsa kapas ka beej bollworm se mehfooz rakhta hai?,ru,cotton,seed_selection,"BT kapas ki varieties bollworm se tafazul rakhti hain, local agriculture department se poochein."
200,Is potassium fertilizer necessary for cotton plants?,en,cotton,fertilizer_usage,"Yes, potassium improves fiber quality and boll weight; apply SOP at boll formation stage."
201,Chhotay kisaan apna kharch kaise kam kar sakte hain?,ru,generic,farming_advice,"Compost use karein, IPM apnayein, machine share karein aur group purchasing se input cost bachayein."
202,What moisture level is safe for cotton storage?,en,cotton,storage_methods,Cotton with less than 8 percent moisture can be stored safely without quality deterioration.
203,How to improve soil drainage for cotton fields?,en,cotton,soil_type,Create ridges or beds for cotton planting and make drainage channels along field borders.
204,What is integrated pest management for cotton crop?,en,cotton,pest_control,"IPM combines scouting, resistant varieties, biological controls, and targeted chemical use for cotton pests."
205,Chhotay khet ke liye drip irrigation system kaunsa achha hai?,ru,generic,irrigation_methods,Inline drip system chhotay kheeton ke liye behtar hai aur paani ki bachat bhi zyada hoti hai.
206,How long does cotton crop take to mature fully?,en,cotton,crop_growth,Cotton crop takes approximately 150 to 180 days from sowing to final harvest under normal conditions.
207,Khara paani wali zameen mein kaunsi fasal ho sakti hai?,ru,generic,farming_advice,"Jau, sugar beet aur kallar grass khaaraapan bardasht karte hain aur namkeen zameen mein ho sakte hain."
208,When should I start monitoring cotton crop for pests?,en,cotton,pest_control,Start scouting cotton fields from the 30th day after germination; check 20 plants per acre weekly.
209,What fungicide should I use for cotton wilt disease?,en,cotton,disease_management,Carbendazim or thiophanate-methyl soil drench helps manage fungal wilt in cotton fields.
210,Kapas ki kasht ke liye kaunsi zameen sab se behtar hai?,ru,cotton,soil_type,"Gahri, acha drainage wali reeti-loam zameen jis mein organic madda ho kapas ke liye sab se behtar hai."
211,FYM dene ka fasal par kya faaida hota hai?,ru,generic,soil_health,"FYM zameen ki banawat, naami, ghizayi faraahmi aur aam sehat behtar kar ke paidawar barhata hai."
212,Should I press cotton into bales before storage?,en,cotton,storage_methods,Baling improves storage density and reduces fire risk; use standard bale sizes for mandi selling.
213,How to control bacterial blight in cotton crop?,en,cotton,disease_management,Use copper-based bactericides and disease-free certified seeds; avoid overhead irrigation to reduce spread.
214,Kapas mein phosphorus ki kami ke kya nuksanaat hain?,ru,cotton,fertilizer_usage,Phosphorus ki kami se jarhen kamzor hoti hain aur paudha sahi tarah se nahi badhta.
215,Oos se kapas ki fasal ki hifazat kaise karein?,ru,cotton,weather_impact,Oos se bachna mushkil hai; baad mein boron aur micronutrient spray karein recovery ke liye.
216,How to improve soil fertility naturally at home?,en,generic,soil_health,"Add compost, farm yard manure, and rotate crops with legumes to naturally improve soil fertility."
217,Sarkari tajweez shuda kapas ke beej kaunse hain?,ru,cotton,seed_selection,"NIAB, CIM aur MNH series ke beej Pakistan mein sarkari tajweez shuda hain."
218,What is the government support price for cotton?,en,cotton,market_price,The government announces a minimum support price each season; contact local agriculture office for current rates.
219,How to protect stored grains from insect damage?,en,generic,pest_prevention,"Clean storage, use hermetic bags, apply grain protectant chemicals, and monitor regularly to prevent insect damage."
220,How long does cotton crop take to mature fully?,en,cotton,crop_growth,Cotton crop takes approximately 150 to 180 days from sowing to final harvest under normal conditions.
221,How many bolls per plant is considered good cotton yield?,en,cotton,yield_improvement,Retaining 10 to 14 mature bolls per plant is considered a good yield target for cotton.
222,What should I do if cotton bolls open unevenly?,en,cotton,harvesting,Apply ethephon spray to promote uniform boll opening if there is uneven maturity in the field.
223,How to test soil fertility before planting cotton?,en,cotton,soil_type,Send soil samples to the nearest agricultural laboratory for NPK and micronutrient analysis.
224,What certified cotton varieties does government recommend?,en,cotton,seed_selection,"The government recommends NIAB, CIM, and MNH series varieties each season; check local agriculture office."
225,How to test soil pH level at home cheaply?,en,generic,soil_health,A pH testing kit from an agriculture store costs little and gives accurate soil pH results quickly.
226,Does topping of cotton plants increase boll count?,en,cotton,yield_improvement,Topping redirects energy to existing bolls and can improve boll weight and uniform maturity.
227,Kapas ki fasal mein keeron ki nigraani kab shuru karein?,ru,cotton,pest_control,Germination ke 30 din baad nigraani shuru karein; har hafte 20 paudhay per acre check karein.
228,What is the irrigation schedule for cotton in July?,en,cotton,irrigation_schedule,"In July, irrigate every 10 days as high temperatures increase cotton water demand."
229,Urea khad dene ka sahi tareeqa kya hai?,ru,generic,fertilizer_guidance,"Urea qastein mein dein, geeli zameen par bichaayein aur tez hawa wali garmi mein upar se mat dein."
230,DAP aur urea saath mila kar de sakte hain kapas mein?,ru,cotton,fertilizer_usage,"Dono ko saath milana theek nahi, DAP beejai par aur urea baad mein alag alag dein."
231,What is the recommended sowing window for cotton crop?,en,cotton,sowing_time,The recommended sowing window is from April 25 to May 31 for most cotton-growing areas.
232,How do I prepare land for vegetable farming?,en,generic,farming_advice,"Deep plow, add compost, level the field, and form raised beds before planting vegetables."
233,Kapas todne ka sahi waqt kab hota hai?,ru,cotton,harvesting,Jab khet mein 60 faised tindaay khul jayein to pehli todaai shuru karein.
234,Which chemicals help control seedling diseases in cotton?,en,cotton,disease_management,Seed treatment with thiram or carbendazim before sowing protects cotton seedlings from damping-off.
235,When should I apply nitrogen to cotton crop?,en,cotton,fertilizer_usage,Apply nitrogen in two splits: at thinning stage and again at squaring for best results.
236,How does organic farming affect cotton fiber quality?,en,cotton,organic_farming,Organic cotton typically has softer fiber and is preferred by premium textile markets globally.
237,Can over-irrigation damage cotton root system?,en,cotton,irrigation_schedule,"Yes, waterlogging suffocates roots and promotes root rot; avoid over-irrigation especially in clay soils."
238,Badal wala mausam kapas ki badhwaar par asar karta hai?,ru,cotton,weather_impact,Zyada badal se tindaay bhar-nay ki raftar dheemi hoti hai aur pakwaan mein deri hoti hai.
239,Kapas mein nitrogen kab dena chahiye?,ru,cotton,fertilizer_usage,Nitrogen pehli kaat ke waqt aur phir phoolon se pehle do qastein mein dena chahiye.
240,How do I choose quality cotton seeds before planting?,en,cotton,seed_selection,Choose certified seeds from reputable sources; check germination rate and ensure seeds are disease-free.
241,How much water does cotton need per irrigation?,en,cotton,irrigation_schedule,Cotton needs approximately 3 to 4 inches of water per irrigation application.
242,How to protect crops from unseasonal rains?,en,generic,weather_effects,Raise field beds for drainage and apply protective fungicide spray before expected rain.
243,When is the best time to sell cotton in market?,en,cotton,market_price,Prices typically improve 2 to 3 months after harvest season when supply in market reduces.
244,Kapas ko zinc ki kami se kaise bachayein?,ru,cotton,fertilizer_usage,Pehli irrigation par 5 kg zinc sulphate per acre dein ya foliar spray karein.
245,What soil pH is ideal for cotton cultivation?,en,cotton,soil_type,Cotton grows best in slightly acidic to neutral soil with a pH between 6.0 and 7.5.
246,Is organic cotton farming profitable in Pakistan?,en,cotton,organic_farming,Organic cotton commands premium prices globally but requires certification and market linkages.
247,When does cotton sowing season start in Pakistan?,en,cotton,sowing_time,Cotton sowing season typically starts in late April and continues through May in most of Pakistan.
248,How does drought affect cotton yield in Pakistan?,en,cotton,weather_impact,"Drought during boll formation reduces boll size and fiber quality, causing significant yield loss."
249,Should I use treated seeds for cotton plantation?,en,cotton,seed_selection,"Yes, treated seeds protect against seedling diseases and improve germination uniformity."
250,Treated beej kapas ke liye zyada achha hota hai ya nahi?,ru,cotton,seed_selection,"Haan, treated beej seedling bimariyon se bachata hai aur saman germination deta hai."
251,Which pesticide is most effective against cotton whitefly?,en,cotton,pest_control,Spiromesifen or buprofezin are effective against whitefly; rotate chemicals to prevent resistance.
252,What spray should I use for cotton jassid control?,en,cotton,pest_control,Imidacloprid or acetamiprid sprays are effective against jassid on cotton at label dose.
253,Kapas todne ka sabse achha waqt din mein kaunsa hota hai?,ru,cotton,harvesting,Subah os khushk hone ke baad todaai karna sabse behtar waqt hai saaf quality ke liye.
254,Store ki gai kapas mein phaphoond ka khatima kaise karein?,ru,cotton,storage_methods,Kapas store karne se pehle 8 faised se neeche naami laayein aur kamra hawa-dar rakhein.
255,What biological pesticides are available for cotton pests?,en,cotton,organic_farming,"Beauveria bassiana, NPV for bollworm, and neem-based products are available biological pesticides."
256,Kapas ke paudhay is saal peechay kyon reh gaye?,ru,cotton,crop_growth,"Zameen ki sakhtaai, jad ki bimari, ghizayi kami ya shuruaat mein keeron se yeh ho sakta hai."
257,Kapas mein bacterial blight ki roktham kaise karein?,ru,cotton,disease_management,Copper wali dawa lagayein aur certified beej use karein; upar se pani dene se bimari phailti hai.
258,Kapas todne ka sabse achha waqt din mein kaunsa hota hai?,ru,cotton,harvesting,Subah os khushk hone ke baad todaai karna sabse behtar waqt hai saaf quality ke liye.
259,How to test soil pH level at home cheaply?,en,generic,soil_health,A pH testing kit from an agriculture store costs little and gives accurate soil pH results quickly.
260,Kapas ko pani kitni dafa dena chahiye ek mausam mein?,ru,cotton,irrigation_schedule,"Kapas ko aam tor par pura mausam 6 se 8 pani chahiye, baarish par munihasar hai."
261,Does cloudy weather affect cotton photosynthesis?,en,cotton,weather_impact,Extended cloudy weather reduces boll filling and delays maturity in cotton crops.
262,Kapas ki beejai ke liye tractor ka kaunsa ala use karein?,ru,cotton,farming_equipment,Ridger cum planter ya cotton planter se sahi jagah aur faasle par beej lagaya jaata hai.
263,How can I start organic farming on small land?,en,generic,farming_advice,"Start with compost, reduce chemicals gradually, use neem sprays, and choose disease-resistant varieties."
264,What type of soil is best for cotton farming?,en,cotton,soil_type,"Deep, well-drained sandy loam soil with good organic matter is best suited for cotton farming."
265,What is the last date to sow cotton in Multan?,en,cotton,sowing_time,"In Multan, May 31 is generally considered the last feasible date for cotton sowing."
266,How to identify nutrient deficiency symptoms in plants?,en,generic,fertilizer_guidance,Yellow leaves indicate nitrogen lack; purple leaves show phosphorus shortage; brown leaf edges suggest potassium deficiency.
267,Khad dene se pehle pani dein ya baad mein?,ru,cotton,irrigation_schedule,Khad dene ke baad pani dena chahiye taakay ghizayi ajza jarh tak pahunchen.
268,Monsoon mein deri se kapas todne ka schedule kaise banayein?,ru,cotton,weather_impact,Deri se monsoon tindayon ka kholnaa rokti hai; mausam dekh kar todaai ka waqt mutaayyin karein.
269,Pakistan mein reti wali zameen mein kaunsi fasal achhi hoti hai?,ru,generic,farming_advice,"Tarbooz, kharbooza, mungphali aur jowar reti wali zameen mein paani dene par achha kaam karte hain."
270,Khad dene se pehle pani dein ya baad mein?,ru,cotton,irrigation_schedule,Khad dene ke baad pani dena chahiye taakay ghizayi ajza jarh tak pahunchen.
271,Garmi se kapas ke tindoon par kya asar hota hai?,ru,cotton,weather_impact,40 darje se upar tapmaan phoolon ke waqt tindaay girata hai aur paidawar kam hoti hai.
272,Sindh mein kapas ki beejai kab shuru hoti hai?,ru,cotton,sowing_time,Sindh mein kapas ki beejai April ke shuru mein hi shuru ho jaati hai kyunkay wahan jaldi garm hoti hai.
273,Can cotton be sown in sandy soil during April?,en,cotton,sowing_time,"Yes, sandy soil warms faster and April sowing works well if irrigation is managed carefully."
274,What causes yellowing of cotton leaves?,en,cotton,disease_management,"Yellowing can result from nitrogen deficiency, waterlogging, root rot, or leaf curl virus infection."
275,Drip irrigation kapas ke liye faida mand hai?,ru,cotton,irrigation_schedule,"Haan, drip irrigation se 30 se 40 faised pani bachta hai aur paidawar bhi behtar hoti hai."
276,How can I prevent cotton root rot disease?,en,cotton,disease_management,"Improve soil drainage, use seed treatment with fungicides, and practice crop rotation to prevent root rot."
277,Is ridge planting better for cotton than flat planting?,en,cotton,farming_equipment,"Ridge planting improves drainage and aeration, especially in heavier soils for cotton."
278,How should I store cotton after harvesting at home?,en,cotton,storage_methods,Store cotton in dry jute bags in a well-ventilated room away from moisture and insects.
279,Kapas mein mulching se faida hota hai?,ru,cotton,yield_improvement,"Mulching se naami baqaaya rehti hai, ghas kam ati hai aur jarh ka tapmaan sahi rehta hai."
280,How does clay soil affect cotton root growth?,en,cotton,soil_type,Heavy clay soil restricts root growth and drainage; add organic matter to improve structure.
281,Kapas zyada arsa rakhni ho to naami kitni honi chahiye?,ru,cotton,storage_methods,8 faised se kam naami wali kapas 3 se 6 mahine tak quality khoye baghair rakhi ja sakti hai.
282,Kapas par spray ke liye kaunsa pump behtar hai?,ru,cotton,farming_equipment,Bada boom sprayer zyada zemin ke liye behtar hai; chhotay khet ke liye knapsack pump kaafi hai.
283,Kapas ke paudhay is saal peechay kyon reh gaye?,ru,cotton,crop_growth,"Zameen ki sakhtaai, jad ki bimari, ghizayi kami ya shuruaat mein keeron se yeh ho sakta hai."
284,What is the effect of cold nights on cotton bolls?,en,cotton,weather_impact,Cold nights below 15°C slow boll maturation and reduce fiber quality during late season.
285,Pink bollworm ke liye kaunsa dawa use karein?,ru,cotton,pest_control,"Emamectin benzoate pink bollworm ke liye bohot kaargaar hai, trap mein keera aate hi spray karein."
286,How does intercropping help in pest management?,en,generic,pest_prevention,"Intercropping confuses pests, attracts beneficial insects, and reduces pest buildup on any single crop."
287,Oos se kapas ki fasal ki hifazat kaise karein?,ru,cotton,weather_impact,Oos se bachna mushkil hai; baad mein boron aur micronutrient spray karein recovery ke liye.
288,How can I increase cotton yield per acre?,en,cotton,yield_improvement,"Use certified varieties, optimal plant spacing, timely irrigation, and balanced fertilization for higher yield."
289,What is the best crop rotation practice for small farms?,en,generic,crop_rotation,Rotate cereal crops with legumes like lentils or chickpeas to restore soil nitrogen naturally.
290,What is the right time to spray pesticide on cotton?,en,cotton,pest_control,Spray early morning or late evening to improve effectiveness and reduce drift.
291,Sindh mein kapas ki beejai kab shuru hoti hai?,ru,cotton,sowing_time,Sindh mein kapas ki beejai April ke shuru mein hi shuru ho jaati hai kyunkay wahan jaldi garm hoti hai.
292,What equipment is needed for cotton land preparation?,en,cotton,farming_equipment,"Tractor with chisel plow for deep tillage, rotavator for seedbed preparation, and ridger for beds."
293,Kaunsa kapas ka beej bollworm se mehfooz rakhta hai?,ru,cotton,seed_selection,"BT kapas ki varieties bollworm se tafazul rakhti hain, local agriculture department se poochein."
294,Loo se kapas ke paudhon ko kaise bachayein?,ru,cotton,weather_impact,Loo ke doran pani zyada dein aur potassium spray garmi ke stress ko kum karne mein madadgar hai.
295,What safety measures should I follow while spraying cotton?,en,cotton,pest_control,"Wear protective clothing, gloves, and mask; spray downwind and wash hands after spraying cotton."
296,What is the best time to apply herbicides to crops?,en,generic,pest_prevention,Apply herbicides when weeds are young and actively growing for best control results.
297,What is the optimal sowing date for BT cotton?,en,cotton,sowing_time,BT cotton should be sown between April 25 and May 15 for maximum boll development.
298,Kya April mein kapas ki beejai shi rehti hai?,ru,cotton,sowing_time,April ke aakhir mein beejai theek rehti hai jab zameen ka tapmaan 18 degree centigrade ho jaye.
299,When should I start monitoring cotton crop for pests?,en,cotton,pest_control,Start scouting cotton fields from the 30th day after germination; check 20 plants per acre weekly.
300,Can I grow cotton without using chemical pesticides?,en,cotton,organic_farming,"Yes, IPM and organic methods can reduce chemical use; use neem, biological controls, and resistant varieties."
301,How much urea should I apply per acre for cotton?,en,cotton,fertilizer_usage,Apply 1 to 1.5 bags of urea per acre split in two or three doses during cotton growth.
302,Kapas ke liye sabse zaroori pani kab dena hota hai?,ru,cotton,irrigation_schedule,"Phoolon aur tindayon ke waqt pani dena sabse zaroori hai, is waqt kami na ho."
303,What is the best time of day to irrigate cotton?,en,cotton,irrigation_schedule,Irrigating in the early morning or evening reduces evaporation and improves water use efficiency.
304,Zyada naami kapas ki bimariyon ko badhawa deti hai?,ru,cotton,weather_impact,"Haan, zyada naami se fungal aur bacterial bimariyan phailti hain; paudhon ke darmiyan faasla rakhein."
305,Can cotton survive frost in early growing season?,en,cotton,weather_impact,Cotton is sensitive to frost; temperatures below 10°C can damage or kill young cotton seedlings.
306,When should I start monitoring cotton crop for pests?,en,cotton,pest_control,Start scouting cotton fields from the 30th day after germination; check 20 plants per acre weekly.
307,How much seed is needed to plant one acre cotton?,en,cotton,seed_selection,Approximately 3 to 4 kg of quality cotton seed is needed to plant one acre.
308,Which fertilizer is best for cotton plants in Pakistan?,en,cotton,fertilizer_usage,DAP at sowing and urea in splits are the most commonly recommended fertilizers for cotton in Pakistan.
309,What is the water requirement of cotton per acre?,en,cotton,irrigation_schedule,Cotton requires about 36 to 40 inches of water per acre over the full growing season.
310,Is there a biological control method for cotton bollworm?,en,cotton,pest_control,Trichogramma egg parasitoids can be released in cotton fields to control bollworm biologically.
311,Is organic cotton farming profitable in Pakistan?,en,cotton,organic_farming,Organic cotton commands premium prices globally but requires certification and market linkages.
312,Kapas ke liye khad dene ka schedule kya hona chahiye?,ru,cotton,fertilizer_usage,"DAP beejai par, urea kaat ke waqt, aur SOP tinda banane ke waqt dena chahiye."
313,Kapas ki beejai ke liye zameen ka tapmaan kitna hona chahiye?,ru,cotton,sowing_time,Kapas ki beejai ke liye zameen ka tapmaan kam az kam 18 darje hona chahiye.
314,Which cotton variety is resistant to bollworm attack?,en,cotton,seed_selection,BT cotton varieties carry bollworm resistance; consult your local agriculture department for current recommendations.
315,Is boron spray helpful for cotton flower setting?,en,cotton,fertilizer_usage,"Yes, boron spray at flowering stage significantly improves flower retention and boll set."
316,Tapmaan ka beej ugne par kya asar hota hai?,ru,generic,weather_effects,Har fasal ki ugne ke liye ek makhsoos tapmaan hota hai; zyada thandak ya garmi ugaai rok deti hai.
317,Pakistan mein ek acre kapas ki ausat paidawar kitni hai?,ru,cotton,yield_improvement,Achhe intizaam ke saath Pakistan mein ek acre kapas ki paidawar 15 se 20 mann tak hoti hai.
318,Ghar aur khet ke kachraa se compost kaise tayaar karein?,ru,generic,soil_health,"Hara aur bhoora kachraa tabqaat mein rakhtay hain, geela rakhein aur har 2 hafte paltein; 2 mahine mein tayaar."
319,How does clay soil affect cotton root growth?,en,cotton,soil_type,Heavy clay soil restricts root growth and drainage; add organic matter to improve structure.
320,What micronutrients does cotton crop need for growth?,en,cotton,fertilizer_usage,Zinc and boron are the most critical micronutrients for cotton growth and boll development.
321,What practices improve cotton boll count per plant?,en,cotton,yield_improvement,"Balanced fertilization, timely pest control, and proper irrigation during flowering improve boll count."
322,What is the best practice for furrow irrigation?,en,generic,irrigation_methods,Make uniform furrows of 60 to 75 cm width and ensure water advances at steady pace to field end.
323,What is the cheapest way to add nitrogen to soil?,en,generic,fertilizer_guidance,Growing green manure crops like guar or senji and plowing them in is the cheapest nitrogen source.
324,Is saline soil suitable for growing cotton crop?,en,cotton,soil_type,Cotton has moderate salt tolerance but heavy salinity reduces yield; leach salts before planting.
325,Tez hawa kapas ke paudhon ko kaise nuksan deti hai?,ru,cotton,weather_impact,60 km/h se tez hawa kapas ke pake paudhon ko giraa sakti hai aur physical nuksan pahunchaa sakti hai.
326,Kapas ka abhi market mein kya bhaav chal raha hai?,ru,cotton,market_price,Bhaavin roz badalta hai; PCGA website ya apni local mandi se aaj ki rate maloom karein.
327,What is the best BT cotton seed available in Pakistan?,en,cotton,seed_selection,NIAB-878 and CIM-599 are among the top certified BT cotton seeds available in Pakistan.
328,How does plant spacing affect cotton yield?,en,cotton,yield_improvement,Keep 75 cm between rows and 30 cm between plants for optimal light and air distribution.
329,Sabzi ke paudhay aachanak murjha jayein to kya karein?,ru,generic,pest_prevention,"Achanak murjhana fusarium wilt, jad galana ya jarh mein shadeed keeron ki wajah se hota hai."
330,Kya seedha textile mill ko kapas bech sakte hain?,ru,cotton,market_price,"Haan, seedha textile mill ko bechna zyada munafa deta hai agar tadaad kaafi ho."
331,What is the right moisture content for cotton harvesting?,en,cotton,harvesting,Cotton should have less than 8 percent moisture at picking for safe storage and better price.
332,How to separate cotton from bolls without damage?,en,cotton,harvesting,Hand pick during dry morning hours; avoid pulling hard to prevent fiber breakage.
333,What is the benefit of green manuring in farming?,en,generic,soil_health,"Green manuring adds nitrogen and organic matter, improving soil structure and crop yield."
334,What is the interval between two cotton irrigations?,en,cotton,irrigation_schedule,Keep 10 to 15 day intervals between irrigations depending on soil type and weather conditions.
335,What organic matter improves water retention in soil?,en,generic,soil_health,Compost and farm yard manure significantly improve water holding capacity of sandy soils.
336,Herbicide kab laganee chahiye fasal mein?,ru,generic,pest_prevention,Jab ghaas nai aur tezi se barhti ho to herbicide sabse zyada kaargaar hota hai.
337,What is the right time to spray pesticide on cotton?,en,cotton,pest_control,Spray early morning or late evening to improve effectiveness and reduce drift.
338,Pink bollworm ke liye kaunsa dawa use karein?,ru,cotton,pest_control,"Emamectin benzoate pink bollworm ke liye bohot kaargaar hai, trap mein keera aate hi spray karein."
339,Spray karte waqt apni hifazat kaise karein kapas mein?,ru,cotton,pest_control,"Poori baahen dhakne wale kapde, dastane aur mask pehen; hawa ke rukh spray karein."
340,Kapas ke paudhay ug aane ke baad kitni jaldi barhte hain?,ru,cotton,crop_growth,Kapas 5 se 7 din mein ug aata hai aur 6 se 8 haftay mein pura canopy ban jaata hai.
341,How to control bollworm attack on cotton crop?,en,cotton,pest_control,Spray recommended insecticides like emamectin or profenofos at early infestation signs and repeat in 7 days.
342,How does cotton quality affect market price?,en,cotton,market_price,"Higher grade cotton with long fiber, low moisture, and no trash fetches significantly better market price."
343,Kapas ke liye zameen ka pH kitna hona chahiye?,ru,cotton,soil_type,pH 6.0 se 7.5 ke darmiyan zameen kapas ki behtareen kasht ke liye munasib hoti hai.
344,Pakistan mein ek acre kapas ki ausat paidawar kitni hai?,ru,cotton,yield_improvement,Achhe intizaam ke saath Pakistan mein ek acre kapas ki paidawar 15 se 20 mann tak hoti hai.
345,Kapas ka phool khilne ke kitne din baad tindaa tayaar hota hai?,ru,cotton,harvesting,Phool khilne ke 45 se 60 din baad tinda paknay aur kholne ke liye tayaar ho jaata hai.
346,Kapas mein mulching se faida hota hai?,ru,cotton,yield_improvement,"Mulching se naami baqaaya rehti hai, ghas kam ati hai aur jarh ka tapmaan sahi rehta hai."
347,What happens if cotton is sown too early in season?,en,cotton,sowing_time,Early sowing before April can expose seedlings to cold stress and slow emergence.
348,How many times should I spray pesticide on cotton?,en,cotton,pest_control,"Spray only when pest levels cross the economic threshold, usually 3 to 5 times per season."
349,Kapas ke liye kaun sa bora behtar hai?,ru,cotton,storage_methods,Saaf khushk juut ka bora hawa aane deta hai aur plastic ki tarah naami band nahi karta.
350,How to reduce input costs in small-scale farming?,en,generic,farming_advice,"Use compost, adopt IPM, share equipment with neighbors, and buy inputs cooperatively to save cost."
351,How does temperature affect seed germination?,en,generic,weather_effects,Each crop has an optimal temperature range; too hot or too cold slows or prevents germination.
352,Store ki gai kapas mein phaphoond ka khatima kaise karein?,ru,cotton,storage_methods,Kapas store karne se pehle 8 faised se neeche naami laayein aur kamra hawa-dar rakhein.
353,Which cotton seed variety is best for Sindh climate?,en,cotton,seed_selection,Varieties like CRIS-134 and CRIS-9 are well suited for the hot climate of Sindh.
354,Kapas ko pani ki zaroorat hai kaise pata chalega?,ru,cotton,irrigation_schedule,Shaam ko upar ke patton ka thoda murjhana yeh batata hai ke pani dene ka waqt aa gaya hai.
355,Cotton leaf curl virus ke shuruaati alamaat kya hain?,ru,cotton,disease_management,"Patton ka upar ki taraf murjhana, dhakil dark green nasen aur chhote pattay shuruaati alamaat hain."
356,Can resistant varieties prevent cotton leaf curl virus?,en,cotton,disease_management,Resistant varieties significantly reduce damage but are not fully immune to leaf curl virus.
357,How does temperature affect seed germination?,en,generic,weather_effects,Each crop has an optimal temperature range; too hot or too cold slows or prevents germination.
358,Fasal badli karne se zameen ke ghizayi ajza kaise barhte hain?,ru,generic,crop_rotation,Mukhtalif faslain alag ghizayi ajza use karti aur chordi hain jis se zameen mutawazan rehti hai.
359,What is the water requirement of cotton per acre?,en,cotton,irrigation_schedule,Cotton requires about 36 to 40 inches of water per acre over the full growing season.
360,Kapas ki fasal kab tak tayaar hoti hai mukammal?,ru,cotton,crop_growth,Beejai se le kar akhri todaai tak kapas ko 150 se 180 din lagte hain.
361,What is the best time to apply herbicides to crops?,en,generic,pest_prevention,Apply herbicides when weeds are young and actively growing for best control results.
362,Can over-irrigation damage cotton root system?,en,cotton,irrigation_schedule,"Yes, waterlogging suffocates roots and promotes root rot; avoid over-irrigation especially in clay soils."
363,How many fertilizer doses does cotton crop need?,en,cotton,fertilizer_usage,"Cotton needs three main fertilizer doses: at sowing, at squaring, and at boll formation stage."
364,How many cotton picking rounds are done per season?,en,cotton,harvesting,Usually 3 to 4 picking rounds are done per season at 15 to 20 day intervals.
365,What organic matter level is ideal for cotton soil?,en,cotton,soil_type,Cotton soil should ideally have 1 to 2 percent organic matter for good structure and fertility.
366,How to conserve water during summer irrigation?,en,generic,irrigation_methods,"Irrigate in early morning or evening, use furrow method, and apply mulch to reduce evaporation."
367,How to improve soil fertility naturally at home?,en,generic,soil_health,"Add compost, farm yard manure, and rotate crops with legumes to naturally improve soil fertility."
368,How can I prevent cotton root rot disease?,en,cotton,disease_management,"Improve soil drainage, use seed treatment with fungicides, and practice crop rotation to prevent root rot."
369,What is the benefit of using FYM in farming?,en,generic,soil_health,"Farm yard manure improves soil structure, water retention, nutrient supply, and overall crop health."
370,Should I wait for rain before sowing cotton seeds?,en,cotton,sowing_time,Light pre-sowing irrigation is sufficient; do not wait too long for rain as it delays the optimal sowing window.
371,Kapas ek mausam mein kitni baar todi jaati hai?,ru,cotton,harvesting,"Aam tor par 3 se 4 baar todaai hoti hai, har baar 15 se 20 din ka fark rakhein."
372,Beej sahi tareeqe se store kaise karein taakay ugte rahein?,ru,generic,farming_advice,"Beej airtight containers mein thandi, khushk, andheari jagah silica gel ke saath rakhtay hain."
373,Ek acre kapas ke liye kitna beej chahiye?,ru,cotton,seed_selection,Ek acre kapas ke liye 3 se 4 kilogram certified beej kaafi hota hai.
374,How does mulching help in water conservation?,en,generic,irrigation_methods,Mulching reduces soil evaporation by up to 50 percent and keeps soil moisture for longer.
375,When should I apply nitrogen to cotton crop?,en,cotton,fertilizer_usage,Apply nitrogen in two splits: at thinning stage and again at squaring for best results.
376,Ghar par zameen ka pH sasta tareeqa se kaise check karein?,ru,generic,soil_health,Zara'at ki dukaan se sasta pH testing kit mil jaata hai jo jaldi sahi nataij deta hai.
377,Sabziyaat mein pala girne se kaise bachayein?,ru,generic,weather_effects,"Raat ko kapra orhayein, pala girne se pehle pani dein aur potassium spray frost damage kum karta hai."
378,How to identify mature cotton bolls for picking?,en,cotton,harvesting,Fully open white fluffy bolls with dry brown shell are ready for picking.
379,How can I test cotton seed germination before planting?,en,cotton,seed_selection,Place 10 seeds on a wet cloth for 5 days; 7 or more sprouting indicates good germination.
380,What is integrated pest management and how does it work?,en,generic,pest_prevention,"IPM combines cultural, biological, and chemical methods to control pests economically and safely."
381,Sabzi ki kasht ke liye zameen tayaar karne ka tareeqa?,ru,generic,farming_advice,"Gahri jotai karein, compost milayein, zameen baraabar karein aur paudhay lagane se pehle raised beds banayein."
